Model,Image_Name,Prompt_Type,Prompt_Text,IoU,F1_Score,Boundary_IoU,GT_Path,Pred_Path
instructseg,field_02,appearance,the woman in a white button-down shirt,0.9715,0.9855,0.9758,gt_masks/person/field_02_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/field_02_person_1_appearance_2.png
instructseg,field_02,action,the woman standing with a neutral expression,0.0001,0.0003,0.238,gt_masks/person/field_02_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/field_02_person_1_action_3.png
instructseg,field_02,spatial,the person in the middle ground on the left,0.8905,0.9421,0.9663,gt_masks/person/field_02_person_2.png,/home/cjy/workspace/segment/results_instructseg/person/field_02_person_2_spatial_1.png
instructseg,field_02,appearance,the woman with long hair in partial profile,0.0046,0.0091,0.2457,gt_masks/person/field_02_person_2.png,/home/cjy/workspace/segment/results_instructseg/person/field_02_person_2_appearance_2.png
instructseg,field_02,action,the woman walking away from the camera,0.0039,0.0077,0.2448,gt_masks/person/field_02_person_2.png,/home/cjy/workspace/segment/results_instructseg/person/field_02_person_2_action_3.png
instructseg,field_03,spatial,the woman in the center of the turf,0.9525,0.9757,0.9758,gt_masks/person/field_03_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/field_03_person_1_spatial_1.png
instructseg,field_03,appearance,the woman with long hair flowing down,0.9454,0.9719,0.9762,gt_masks/person/field_03_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/field_03_person_1_appearance_2.png
instructseg,field_03,action,the woman shielding her eyes with her hand,0.9511,0.975,0.9763,gt_masks/person/field_03_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/field_03_person_1_action_3.png
instructseg,field_05,spatial,the woman on the far-left edge,0.9676,0.9835,0.9714,gt_masks/person/field_05_person_3.png,/home/cjy/workspace/segment/results_instructseg/person/field_05_person_3_spatial_1.png
instructseg,field_05,appearance,the observer in a light light blue cardigan,0.0,0.0,0.0,gt_masks/person/field_05_person_3.png,/home/cjy/workspace/segment/results_instructseg/person/field_05_person_3_appearance_2.png
instructseg,field_05,spatial,the young man in the center-left,0.9723,0.986,0.9855,gt_masks/person/field_05_person_4.png,/home/cjy/workspace/segment/results_instructseg/person/field_05_person_4_spatial_1.png
instructseg,field_05,appearance,the man in a black sweatshirt and jeans,0.9703,0.9849,0.9831,gt_masks/person/field_05_person_4.png,/home/cjy/workspace/segment/results_instructseg/person/field_05_person_4_appearance_2.png
instructseg,field_05,spatial,the seated woman in the foreground,0.9636,0.9815,0.9721,gt_masks/person/field_05_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/field_05_person_1_spatial_1.png
instructseg,field_05,action,the woman making a V sign with her hand,0.9609,0.9801,0.9679,gt_masks/person/field_05_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/field_05_person_1_action_2.png
instructseg,field_06,spatial,the woman sitting in the foreground,0.9619,0.9806,0.9652,gt_masks/person/field_06_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/field_06_person_1_spatial_1.png
instructseg,field_06,appearance,the woman in white knit and charcoal jeans,0.9648,0.9821,0.9655,gt_masks/person/field_06_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/field_06_person_1_appearance_2.png
instructseg,field_06,action,the woman tilting her head with a smile,0.8857,0.9394,0.9217,gt_masks/person/field_06_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/field_06_person_1_action_3.png
instructseg,field_06,spatial,the masked figure standing directly behind,0.9514,0.9751,0.9447,gt_masks/person/field_06_person_2.png,/home/cjy/workspace/segment/results_instructseg/person/field_06_person_2_spatial_1.png
instructseg,field_06,appearance,the woman in a tan sweatshirt and brown pants,0.9469,0.9727,0.939,gt_masks/person/field_06_person_2.png,/home/cjy/workspace/segment/results_instructseg/person/field_06_person_2_appearance_2.png
instructseg,field_06,action,the woman shielding her forehead,0.9515,0.9751,0.9451,gt_masks/person/field_06_person_2.png,/home/cjy/workspace/segment/results_instructseg/person/field_06_person_2_action_3.png
instructseg,field_07,spatial,the figure at the bottom-center,0.9656,0.9825,0.9281,gt_masks/person/field_07_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/field_07_person_1_spatial_1.png
instructseg,field_07,appearance,the woman with hair covering her face,0.0206,0.0404,0.2001,gt_masks/person/field_07_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/field_07_person_1_appearance_2.png
instructseg,field_07,action,the woman moving her upper body quickly,0.0175,0.0344,0.1979,gt_masks/person/field_07_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/field_07_person_1_action_3.png
instructseg,field_07,spatial,the person in the middle ground behind,0.9241,0.9605,0.9424,gt_masks/person/field_07_person_2.png,/home/cjy/workspace/segment/results_instructseg/person/field_07_person_2_spatial_1.png
instructseg,field_07,appearance,the masked woman in a beige sweatshirt,0.9237,0.9603,0.941,gt_masks/person/field_07_person_2.png,/home/cjy/workspace/segment/results_instructseg/person/field_07_person_2_appearance_2.png
instructseg,field_07,action,the woman in a mock-fighting stance,0.9236,0.9603,0.941,gt_masks/person/field_07_person_2.png,/home/cjy/workspace/segment/results_instructseg/person/field_07_person_2_action_3.png
instructseg,field_08,spatial,"half-visible person at left edge, cropped view.",0.9096,0.9527,0.8542,gt_masks/person/field_08_person_2.png,/home/cjy/workspace/segment/results_instructseg/person/field_08_person_2_spatial_1.png
pixellm,yong_01,appearance,the woman in white clothes and dark pants,0.9099,0.9528,0.8946,gt_masks/person/yong_01_person_1.png,results_pixellm/person/yong_01_person_1_appearance_1.png
pixellm,yong_01,spatial,the foreground human figure,0.9051,0.9502,0.8881,gt_masks/person/yong_01_person_1.png,results_pixellm/person/yong_01_person_1_spatial_2.png
pixellm,yong_01,spatial,the foreground woman on the left side,0.9067,0.951,0.8905,gt_masks/person/yong_01_person_1.png,results_pixellm/person/yong_01_person_1_spatial_3.png
pixellm,yong_01,action,the standing woman near the left foreground,0.9098,0.9528,0.8945,gt_masks/person/yong_01_person_1.png,results_pixellm/person/yong_01_person_1_action_4.png
pixellm,yong_01,appearance,the background masked woman,0.7468,0.855,0.8886,gt_masks/person/yong_01_person_2.png,results_pixellm/person/yong_01_person_2_appearance_1.png
pixellm,yong_01,spatial,the background human figure,0.7543,0.8599,0.897,gt_masks/person/yong_01_person_2.png,results_pixellm/person/yong_01_person_2_spatial_2.png
pixellm,yong_01,spatial,the background masked woman near the center-right,0.7487,0.8563,0.8935,gt_masks/person/yong_01_person_2.png,results_pixellm/person/yong_01_person_2_spatial_3.png
pixellm,yong_01,action,the walking masked woman in the mid-background,0.7529,0.859,0.8956,gt_masks/person/yong_01_person_2.png,results_pixellm/person/yong_01_person_2_action_4.png
pixellm,yong_02,appearance,the woman in white clothes and dark pants,0.7552,0.8606,0.8745,gt_masks/person/yong_02_person_1.png,results_pixellm/person/yong_02_person_1_appearance_1.png
pixellm,yong_02,spatial,the visible human figure,0.7542,0.8599,0.8741,gt_masks/person/yong_02_person_1.png,results_pixellm/person/yong_02_person_1_spatial_2.png
pixellm,yong_02,action,the woman walking in side view,0.7526,0.8589,0.8731,gt_masks/person/yong_02_person_1.png,results_pixellm/person/yong_02_person_1_action_3.png
pixellm,yong_02,action,the walking woman facing right,0.7522,0.8586,0.8733,gt_masks/person/yong_02_person_1.png,results_pixellm/person/yong_02_person_1_action_4.png
pixellm,yong_03,appearance,the woman in white clothes and dark pants,0.8937,0.9439,0.8768,gt_masks/person/yong_03_person_1.png,results_pixellm/person/yong_03_person_1_appearance_1.png
pixellm,yong_03,spatial,the visible human figure,0.8924,0.9431,0.8737,gt_masks/person/yong_03_person_1.png,results_pixellm/person/yong_03_person_1_spatial_2.png
pixellm,yong_03,action,the foreground woman making a peace sign,0.8953,0.9448,0.8792,gt_masks/person/yong_03_person_1.png,results_pixellm/person/yong_03_person_1_action_3.png
pixellm,yong_03,action,the woman posing near the left side,0.8932,0.9436,0.8734,gt_masks/person/yong_03_person_1.png,results_pixellm/person/yong_03_person_1_action_4.png
pixellm,yong_04,appearance,the woman in white clothes and dark pants,0.8958,0.945,0.8838,gt_masks/person/yong_04_person_1.png,results_pixellm/person/yong_04_person_1_appearance_1.png
pixellm,yong_04,spatial,the foreground human figure,0.8914,0.9426,0.8792,gt_masks/person/yong_04_person_1.png,results_pixellm/person/yong_04_person_1_spatial_2.png
pixellm,yong_04,action,the foreground woman making a peace sign on the left,0.8967,0.9455,0.8835,gt_masks/person/yong_04_person_1.png,results_pixellm/person/yong_04_person_1_action_3.png
pixellm,yong_04,action,the posed woman near the left foreground,0.8975,0.946,0.8872,gt_masks/person/yong_04_person_1.png,results_pixellm/person/yong_04_person_1_action_4.png
pixellm,yong_04,appearance,the background masked woman,0.7234,0.8395,0.8989,gt_masks/person/yong_04_person_2.png,results_pixellm/person/yong_04_person_2_appearance_1.png
pixellm,yong_04,spatial,the middle human figure,0.7276,0.8423,0.9037,gt_masks/person/yong_04_person_2.png,results_pixellm/person/yong_04_person_2_spatial_2.png
pixellm,yong_04,action,the walking masked woman near the center,0.7285,0.8429,0.9005,gt_masks/person/yong_04_person_2.png,results_pixellm/person/yong_04_person_2_action_3.png
pixellm,yong_04,action,the center walking woman,0.713,0.8325,0.8984,gt_masks/person/yong_04_person_2.png,results_pixellm/person/yong_04_person_2_action_4.png
pixellm,yong_04,action,the walking man on the right side,0.7946,0.8855,0.9231,gt_masks/person/yong_04_person_3.png,results_pixellm/person/yong_04_person_3_action_1.png
pixellm,yong_04,spatial,the right-side human figure,0.7946,0.8855,0.9262,gt_masks/person/yong_04_person_3.png,results_pixellm/person/yong_04_person_3_spatial_2.png
pixellm,yong_05,appearance,the woman in white clothes and dark pants,0.0003,0.0005,0.0278,gt_masks/person/yong_05_person_1.png,results_pixellm/person/yong_05_person_1_appearance_1.png
pixellm,yong_05,spatial,the cropped human figure,0.0,0.0,0.0,gt_masks/person/yong_05_person_1.png,results_pixellm/person/yong_05_person_1_spatial_2.png
pixellm,yong_05,spatial,the partially visible woman at the far left edge,0.0,0.0,0.0,gt_masks/person/yong_05_person_2.png,results_pixellm/person/yong_05_person_2_spatial_1.png
pixellm,yong_05,spatial,the cropped woman on the left border,0.0,0.0,0.0,gt_masks/person/yong_05_person_2.png,results_pixellm/person/yong_05_person_2_spatial_2.png
pixellm,yong_06,appearance,the walking man in a black top and light blue jeans,0.7871,0.8809,0.8651,gt_masks/person/yong_06_person_5.png,results_pixellm/person/yong_06_person_5_appearance_1.png
pixellm,yong_06,appearance,the visible male figure,0.7857,0.88,0.855,gt_masks/person/yong_06_person_5.png,results_pixellm/person/yong_06_person_5_appearance_2.png
pixellm,yong_06,action,the man walking toward the right side,0.787,0.8808,0.8593,gt_masks/person/yong_06_person_5.png,results_pixellm/person/yong_06_person_5_action_3.png
pixellm,yong_06,spatial,the man near the left-center area,0.7823,0.8778,0.8489,gt_masks/person/yong_06_person_5.png,results_pixellm/person/yong_06_person_5_spatial_4.png
pixellm,yong_06,spatial,the partially visible person at the far left edge,0.1962,0.3281,0.2233,gt_masks/person/yong_06_person_4.png,results_pixellm/person/yong_06_person_4_spatial_1.png
pixellm,yong_06,spatial,the cropped person on the left border,0.0224,0.0438,0.1948,gt_masks/person/yong_06_person_4.png,results_pixellm/person/yong_06_person_4_spatial_2.png
pixellm,yong_06,spatial,the partially visible woman at the far left edge,0.277,0.4338,0.26,gt_masks/person/yong_06_person_4.png,results_pixellm/person/yong_06_person_4_spatial_3.png
pixellm,yong_06,spatial,the cropped woman on the left border,0.0373,0.072,0.1972,gt_masks/person/yong_06_person_4.png,results_pixellm/person/yong_06_person_4_spatial_4.png
pixellm,yong_07,appearance,the woman in white clothes and dark pants,0.8359,0.9106,0.9059,gt_masks/person/yong_07_person_1.png,results_pixellm/person/yong_07_person_1_appearance_1.png
pixellm,yong_07,spatial,the partially visible woman at the far left edge,0.816,0.8987,0.8905,gt_masks/person/yong_07_person_1.png,results_pixellm/person/yong_07_person_1_spatial_2.png
pixellm,yong_07,spatial,the cropped woman on the left border,0.8267,0.9052,0.8984,gt_masks/person/yong_07_person_1.png,results_pixellm/person/yong_07_person_1_spatial_3.png
pixellm,road_01,appearance,the woman in white clothes and dark pants,0.7563,0.8612,0.8456,gt_masks/person/road_01_person_1.png,results_pixellm/person/road_01_person_1_appearance_1.png
pixellm,road_01,action,the woman raising both arms to make a V pose,0.7796,0.8762,0.8615,gt_masks/person/road_01_person_1.png,results_pixellm/person/road_01_person_1_action_2.png
pixellm,road_01,spatial,the front-facing woman,0.7423,0.8521,0.8247,gt_masks/person/road_01_person_1.png,results_pixellm/person/road_01_person_1_spatial_3.png
pixellm,road_02,appearance,the woman in white clothes and dark pants,0.7368,0.8485,0.8358,gt_masks/person/road_02_person_1.png,results_pixellm/person/road_02_person_1_appearance_1.png
pixellm,road_02,action,the woman standing and making a V pose with both arms,0.7452,0.854,0.84,gt_masks/person/road_02_person_1.png,results_pixellm/person/road_02_person_1_action_2.png
pixellm,road_02,appearance,the person with messy black hair wearing a black long-sleeve top and light blue jeans,0.6423,0.7822,0.8632,gt_masks/person/road_02_person_2.png,results_pixellm/person/road_02_person_2_appearance_1.png
pixellm,road_02,spatial,the person on the left side of the center line with their back to the camera,0.6407,0.781,0.8625,gt_masks/person/road_02_person_2.png,results_pixellm/person/road_02_person_2_spatial_2.png
pixellm,road_02,action,the person walking or running away,0.6439,0.7834,0.8668,gt_masks/person/road_02_person_2.png,results_pixellm/person/road_02_person_2_action_3.png
pixellm,road_03,appearance,the woman in white clothes and dark pants,0.7017,0.8247,0.8482,gt_masks/person/road_03_person_1.png,results_pixellm/person/road_03_person_1_appearance_1.png
pixellm,road_03,action,the smiling woman making a V pose with her right arm raised highest,0.6985,0.8225,0.848,gt_masks/person/road_03_person_1.png,results_pixellm/person/road_03_person_1_action_2.png
pixellm,road_03,spatial,the woman slightly turned to the front,0.7114,0.8314,0.8543,gt_masks/person/road_03_person_1.png,results_pixellm/person/road_03_person_1_spatial_3.png
pixellm,road_03,appearance,the person wearing a black long-sleeve top and light blue jeans,0.0,0.0,0.0,gt_masks/person/road_03_person_2.png,results_pixellm/person/road_03_person_2_appearance_1.png
pixellm,road_03,spatial,the person far away on the left side of the center line,0.437,0.6082,0.7187,gt_masks/person/road_03_person_2.png,results_pixellm/person/road_03_person_2_spatial_2.png
pixellm,road_03,action,the person walking towards the camera,0.0,0.0,0.0,gt_masks/person/road_03_person_2.png,results_pixellm/person/road_03_person_2_action_3.png
pixellm,road_04,appearance,the woman in white clothes and dark pants,0.7843,0.8791,0.9117,gt_masks/person/road_04_person_1.png,results_pixellm/person/road_04_person_1_appearance_1.png
pixellm,road_04,action,the woman with her left arm slightly bent,0.7908,0.8832,0.8453,gt_masks/person/road_04_person_1.png,results_pixellm/person/road_04_person_1_action_2.png
pixellm,road_04,spatial,the woman turned towards the back-left showing her side and back,0.0,0.0,0.0,gt_masks/person/road_04_person_1.png,results_pixellm/person/road_04_person_1_spatial_3.png
pixellm,road_04,appearance,the person with dark hair wearing a light long-sleeve top and loose dark pants,0.0,0.0,0.0,gt_masks/person/road_04_person_3.png,results_pixellm/person/road_04_person_3_appearance_1.png
pixellm,road_04,spatial,the person on the left side of the center line with their back to the camera,0.1446,0.2527,0.268,gt_masks/person/road_04_person_3.png,results_pixellm/person/road_04_person_3_spatial_2.png
pixellm,road_04,action,the person running forward,0.0315,0.061,0.156,gt_masks/person/road_04_person_3.png,results_pixellm/person/road_04_person_3_action_3.png
pixellm,road_04,appearance,the person in a black long-sleeve top and light blue jeans,0.2683,0.4231,0.3536,gt_masks/person/road_04_person_2.png,results_pixellm/person/road_04_person_2_appearance_1.png
pixellm,road_04,spatial,the person on the right edge near the bushes,0.6069,0.7554,0.7928,gt_masks/person/road_04_person_2.png,results_pixellm/person/road_04_person_2_spatial_2.png
pixellm,road_04,action,the person walking inwards in side view,0.0,0.0,0.0,gt_masks/person/road_04_person_2.png,results_pixellm/person/road_04_person_2_action_3.png
pixellm,road_05,appearance,the woman in white clothes and dark pants,0.7612,0.8644,0.8659,gt_masks/person/road_05_person_1.png,results_pixellm/person/road_05_person_1_appearance_1.png
pixellm,road_05,action,the smiling woman raising one hand above her head,0.7646,0.8666,0.8689,gt_masks/person/road_05_person_1.png,results_pixellm/person/road_05_person_1_action_2.png
pixellm,road_05,spatial,the woman facing the camera,0.7642,0.8663,0.8703,gt_masks/person/road_05_person_1.png,results_pixellm/person/road_05_person_1_spatial_3.png
pixellm,road_05,appearance,"the person with dark hair wearing a light long-sleeve top, loose dark pants, and a mask",0.6735,0.8049,0.8459,gt_masks/person/road_05_person_3.png,results_pixellm/person/road_05_person_3_appearance_1.png
pixellm,road_05,action,the person lightly running or walking towards the camera,0.0,0.0,0.0,gt_masks/person/road_05_person_3.png,results_pixellm/person/road_05_person_3_action_2.png
pixellm,road_06,appearance,the woman in white clothes and dark pants,0.8668,0.9286,0.9256,gt_masks/person/road_06_person_1.png,results_pixellm/person/road_06_person_1_appearance_1.png
pixellm,road_06,action,the woman looking up at the trees and sky with both arms down,0.8706,0.9308,0.9216,gt_masks/person/road_06_person_1.png,results_pixellm/person/road_06_person_1_action_2.png
pixellm,road_06,appearance,the person wearing brown pants,0.0,0.0,0.0,gt_masks/person/road_06_person_3.png,results_pixellm/person/road_06_person_3_appearance_1.png
pixellm,road_06,spatial,the partially visible person at the far left edge,0.7249,0.8405,0.8119,gt_masks/person/road_06_person_3.png,results_pixellm/person/road_06_person_3_spatial_2.png
pixellm,road_06,appearance,the person wearing a dark top and light pants,0.0,0.0,0.0,gt_masks/person/road_06_person_2.png,results_pixellm/person/road_06_person_2_appearance_1.png
pixellm,road_06,action,the person walking along the road,0.0,0.0,0.0,gt_masks/person/road_06_person_2.png,results_pixellm/person/road_06_person_2_action_2.png
pixellm,road_07,appearance,the woman in white clothes and dark pants,0.7831,0.8784,0.8858,gt_masks/person/road_07_person_1.png,results_pixellm/person/road_07_person_1_appearance_1.png
pixellm,road_07,action,the front-facing woman with arms spread wide to the sides,0.7824,0.8779,0.8845,gt_masks/person/road_07_person_1.png,results_pixellm/person/road_07_person_1_action_2.png
pixellm,road_07,appearance,"the person wearing a light shirt, dark pants, and a black bag",0.6863,0.814,0.375,gt_masks/person/road_07_person_4.png,results_pixellm/person/road_07_person_4_appearance_1.png
pixellm,road_07,spatial,the person with their back to the camera,0.7286,0.843,0.8474,gt_masks/person/road_07_person_4.png,results_pixellm/person/road_07_person_4_spatial_2.png
pixellm,road_07,action,the person walking away,0.7271,0.842,0.8461,gt_masks/person/road_07_person_4.png,results_pixellm/person/road_07_person_4_action_3.png
pixellm,road_07,appearance,the person wearing a dark top and dark bottom,0.0,0.0,0.1256,gt_masks/person/road_07_person_5.png,results_pixellm/person/road_07_person_5_appearance_1.png
pixellm,road_07,spatial,the person in back view,0.0,0.0,0.0426,gt_masks/person/road_07_person_5.png,results_pixellm/person/road_07_person_5_spatial_2.png
pixellm,road_07,action,the person walking away from the camera,0.0,0.0,0.0432,gt_masks/person/road_07_person_5.png,results_pixellm/person/road_07_person_5_action_3.png
pixellm,road_08,appearance,the woman in white clothes and dark pants,0.8245,0.9038,0.8724,gt_masks/person/road_08_person_1.png,results_pixellm/person/road_08_person_1_appearance_1.png
pixellm,road_08,action,the front-facing woman raising her left hand to flip her hair,0.8226,0.9027,0.8708,gt_masks/person/road_08_person_1.png,results_pixellm/person/road_08_person_1_action_2.png
pixellm,road_08,spatial,the person in back view,0.0,0.0,0.0674,gt_masks/person/road_08_person_4.png,results_pixellm/person/road_08_person_4_spatial_1.png
pixellm,road_08,action,the person walking away along the road,0.3845,0.5555,0.6116,gt_masks/person/road_08_person_4.png,results_pixellm/person/road_08_person_4_action_2.png
pixellm,road_08,appearance,the person wearing a light top and dark bottom,0.0,0.0,0.0633,gt_masks/person/road_08_person_4.png,results_pixellm/person/road_08_person_4_appearance_3.png
pixellm,road_08,spatial,the person in back view,0.0,0.0,0.0674,gt_masks/person/road_08_person_4.png,results_pixellm/person/road_08_person_4_spatial_4.png
pixellm,road_08,action,the person walking away,0.3862,0.5572,0.6172,gt_masks/person/road_08_person_4.png,results_pixellm/person/road_08_person_4_action_5.png
pixellm,road_09,spatial,the person in back view,0.2789,0.4362,0.815,gt_masks/person/road_09_person_4.png,results_pixellm/person/road_09_person_4_spatial_1.png
pixellm,road_09,action,the person walking away,0.278,0.435,0.8165,gt_masks/person/road_09_person_4.png,results_pixellm/person/road_09_person_4_action_2.png
pixellm,road_09,spatial,the farthest person in back view,0.2723,0.428,0.8143,gt_masks/person/road_09_person_4.png,results_pixellm/person/road_09_person_4_spatial_3.png
pixellm,road_09,action,the person walking away along the road,0.2791,0.4365,0.8259,gt_masks/person/road_09_person_4.png,results_pixellm/person/road_09_person_4_action_4.png
pixellm,road_10,appearance,the motorcyclist with a delivery box,0.8695,0.9302,0.836,gt_masks/person/road_10_person_6.png,results_pixellm/person/road_10_person_6_appearance_1.png
pixellm,road_10,spatial,the motorcyclist on the center-left,0.8588,0.924,0.8236,gt_masks/person/road_10_person_6.png,results_pixellm/person/road_10_person_6_spatial_2.png
pixellm,road_10,action,the motorcyclist riding downhill,0.8733,0.9324,0.8409,gt_masks/person/road_10_person_6.png,results_pixellm/person/road_10_person_6_action_3.png
pixellm,road_10,spatial,the person far away in back view,0.1818,0.3077,0.496,gt_masks/person/road_10_person_5.png,results_pixellm/person/road_10_person_5_spatial_1.png
pixellm,road_11,appearance,the motorcyclist with a delivery box,0.7479,0.8558,0.8791,gt_masks/person/road_11_person_6.png,results_pixellm/person/road_11_person_6_appearance_1.png
pixellm,road_11,spatial,the motorcyclist in the center of the road,0.7374,0.8489,0.8697,gt_masks/person/road_11_person_6.png,results_pixellm/person/road_11_person_6_spatial_2.png
pixellm,road_11,action,the motorcyclist riding downhill,0.7511,0.8578,0.881,gt_masks/person/road_11_person_6.png,results_pixellm/person/road_11_person_6_action_3.png
pixellm,road_12,spatial,the person in back view,0.6993,0.823,0.8725,gt_masks/person/road_12_person_7.png,results_pixellm/person/road_12_person_7_spatial_1.png
pixellm,road_12,action,the walking person,0.6995,0.8232,0.8741,gt_masks/person/road_12_person_7.png,results_pixellm/person/road_12_person_7_action_2.png
pixellm,statue_01,action,the person making V-sign hand gestures,0.8341,0.9096,0.8624,gt_masks/person/statue_01_person_1.png,results_pixellm/person/statue_01_person_1_action_1.png
pixellm,statue_01,appearance,the person wearing a white long-sleeved cardigan,0.8391,0.9125,0.8678,gt_masks/person/statue_01_person_1.png,results_pixellm/person/statue_01_person_1_appearance_2.png
pixellm,statue_01,spatial,the person in a full-body standing posture,0.8368,0.9112,0.8613,gt_masks/person/statue_01_person_1.png,results_pixellm/person/statue_01_person_1_spatial_3.png
pixellm,statue_02,appearance,the person with long straight black hair,0.8329,0.9088,0.8563,gt_masks/person/statue_02_person_1.png,results_pixellm/person/statue_02_person_1_appearance_1.png
pixellm,statue_02,action,the person making dual V-sign hand gestures,0.0,0.0,0.0,gt_masks/person/statue_02_person_1.png,results_pixellm/person/statue_02_person_1_action_2.png
pixellm,statue_02,appearance,the person with short black hair,0.0,0.0,0.0,gt_masks/person/statue_02_person_2.png,results_pixellm/person/statue_02_person_2_appearance_1.png
pixellm,statue_02,appearance,the person wearing a black long-sleeved sweater,0.8066,0.893,0.8489,gt_masks/person/statue_02_person_2.png,results_pixellm/person/statue_02_person_2_appearance_2.png
pixellm,statue_03,appearance,the person with long straight black hair,0.8233,0.9031,0.8412,gt_masks/person/statue_03_person_1.png,results_pixellm/person/statue_03_person_1_appearance_1.png
pixellm,statue_03,action,the person making dual V-sign hand gestures,0.8231,0.903,0.8412,gt_masks/person/statue_03_person_1.png,results_pixellm/person/statue_03_person_1_action_2.png
pixellm,statue_03,appearance,a partial limb and foot wearing a white sneaker,0.1342,0.2367,0.1072,gt_masks/person/statue_03_person_2.png,results_pixellm/person/statue_03_person_2_appearance_1.png
pixellm,statue_04,action,the person making V-sign hand gestures,0.852,0.9201,0.8667,gt_masks/person/statue_04_person_1.png,results_pixellm/person/statue_04_person_1_action_1.png
pixellm,statue_04,appearance,the person wearing a white long-sleeved cardigan,0.0,0.0,0.0,gt_masks/person/statue_04_person_1.png,results_pixellm/person/statue_04_person_1_appearance_2.png
pixellm,statue_04,spatial,the person with long brown hair seen from the back,0.928,0.9626,0.8,gt_masks/person/statue_04_person_3.png,results_pixellm/person/statue_04_person_3_spatial_1.png
pixellm,statue_04,appearance,the person wearing a beige or light pink long-sleeved top,0.9276,0.9624,0.7991,gt_masks/person/statue_04_person_3.png,results_pixellm/person/statue_04_person_3_appearance_2.png
pixellm,statue_05,spatial,the partially occluded person,0.031,0.0602,0.4119,gt_masks/person/statue_05_person_3.png,results_pixellm/person/statue_05_person_3_spatial_1.png
pixellm,statue_05,spatial,the person with long brown hair visible behind the main subject's head,0.0794,0.1472,0.4683,gt_masks/person/statue_05_person_3.png,results_pixellm/person/statue_05_person_3_spatial_2.png
pixellm,statue_06,appearance,close-up hand segments are blurring into the lens,0.8078,0.8937,0.8213,gt_masks/person/statue_06_person_4.png,results_pixellm/person/statue_06_person_4_appearance_1.png
pixellm,statue_06,spatial,a finger on the left side of the screen,0.8042,0.8915,0.8618,gt_masks/person/statue_06_person_4.png,results_pixellm/person/statue_06_person_4_spatial_2.png
pixellm,statue_07,spatial,the person in a full-body standing posture,0.8692,0.93,0.8466,gt_masks/person/statue_07_person_1.png,results_pixellm/person/statue_07_person_1_spatial_1.png
pixellm,statue_07,action,the young woman holding a smartphone in her right hand,0.8749,0.9333,0.8563,gt_masks/person/statue_07_person_1.png,results_pixellm/person/statue_07_person_1_action_2.png
pixellm,statue_07,appearance,the woman wearing a white long-sleeved cardigan,0.874,0.9328,0.8537,gt_masks/person/statue_07_person_1.png,results_pixellm/person/statue_07_person_1_appearance_3.png
pixellm,statue_07,appearance,a blurry skin-toned artifact in the upper-left corner,0.6546,0.7912,0.57,gt_masks/person/statue_07_person_4.png,results_pixellm/person/statue_07_person_4_appearance_1.png
pixellm,statue_07,spatial,out-of-focus fingertip or hand segment is encroaching from the top-left edge,0.6543,0.791,0.5391,gt_masks/person/statue_07_person_4.png,results_pixellm/person/statue_07_person_4_spatial_2.png
pixellm,statue_08,action,the young woman holding a smartphone in her right hand,0.8786,0.9354,0.8717,gt_masks/person/statue_08_person_1.png,results_pixellm/person/statue_08_person_1_action_1.png
pixellm,statue_08,appearance,the woman wearing a white long-sleeved cardigan,0.8767,0.9343,0.8689,gt_masks/person/statue_08_person_1.png,results_pixellm/person/statue_08_person_1_appearance_2.png
pixellm,statue_09,spatial,the woman in an upper body shot,0.9244,0.9607,0.7768,gt_masks/person/statue_09_person_1.png,results_pixellm/person/statue_09_person_1_spatial_1.png
pixellm,statue_09,appearance,the woman with long straight black hair,0.9224,0.9597,0.7658,gt_masks/person/statue_09_person_1.png,results_pixellm/person/statue_09_person_1_appearance_2.png
pixellm,statue_09,appearance,the woman wearing a white long-sleeved cardigan,0.9192,0.9579,0.7648,gt_masks/person/statue_09_person_1.png,results_pixellm/person/statue_09_person_1_appearance_3.png
pixellm,statue_10,spatial,"the woman in a full-body shot, positioned in the lower-left foreground",0.8172,0.8994,0.8362,gt_masks/person/statue_10_person_1.png,results_pixellm/person/statue_10_person_1_spatial_1.png
pixellm,statue_10,appearance,the woman with long straight black hair,0.8298,0.907,0.8543,gt_masks/person/statue_10_person_1.png,results_pixellm/person/statue_10_person_1_appearance_2.png
pixellm,statue_10,appearance,the woman wearing a white long-sleeved cardigan,0.8294,0.9068,0.8531,gt_masks/person/statue_10_person_1.png,results_pixellm/person/statue_10_person_1_appearance_3.png
pixellm,statue_10,spatial,"the woman standing on a wide, light-colored tiled plaza",0.8204,0.9013,0.8407,gt_masks/person/statue_10_person_1.png,results_pixellm/person/statue_10_person_1_spatial_4.png
